"By province","By economic activity","Item","UNIT","1985 Year","1986 Year","1987 Year","1988 Year","1989 Year","1990 Year","1991 Year","1992 Year","1993 Year","1994 Year","1995 Year","1996 Year","1997 Year","1998 Year","1999 Year","2000 Year","2001 Year","2002 Year","2003 Year","2004 Year","2005 Year","2006 Year","2007 Year","2008 Year","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year","2020 Year","2021 Year","2022 Year","2023 Year","2024 Year",
"Gyeongsangbuk-do","Manufacture of coal, fuel, chemical products","At current prices","","98339","127567","162973","245630","304541","316864","451865","447641","725911","934557","1173333","1132637","1488359","1628892","1543315","1693559","1973401","2344015","2468867","2485844","2841408","2622405","2825948","2928134","2908229","3817905","3718561","3924162","4120321","4105733","4486042","4466382","4515350","4657599","4553754","4647546","5352786","5386027","5548729","5601211",
"Gyeongsangbuk-do","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","344889","393880","497269","707393","857315","998439","1116466","1067184","1631536","2121173","2424511","2405311","2942007","2833620","3060601","3507002","4165480","4781217","4824082","4403587","4791364","4899160","5200928","4828541","4298465","4688014","4340558","4472465","4704359","4648052","4731205","4593218","4763049","4941455","4729621","4647546","5077622","5016834","5040611","5048490",
"Gyeongsangbuk-do","Manufacture of coal, fuel, chemical products","Substantial contribution","","",".19",".39",".67",".41",".37",".25","-.11","1.21","1.01",".51","-.03",".77","-.14",".34",".53",".66",".58",".04","-.36",".33",".09",".22","-.27","-.41",".32","-.31",".12",".21","-.05",".07","-.12",".15",".15","-.17","-.07",".38","-.05",".02",".01",
"Gyeongsangbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","905691","1101192","1392844","1790334","1807927","1897378","2483205","2305498","2456581","2725831","3113467","3328225","3964782","4143551","4314388","4989768","5309683","5284977","6036186","8288040","8687995","8237180","8868564","10639115","10508098","12481514","13345792","12682319","12332052","12484071","12236258","12201470","13074817","13331918","13000299","11134200","14151615","14239611","14714443","14585224",
"Gyeongsangbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","3726352","4347923","4899089","5321456","5388289","5743793","6400411","6168007","5866662","6354162","6667174","7190215","8195388","7487987","8122484","9427511","9748994","9524565","10404435","11933448","12495825","11590866","11664930","11417856","10652932","11690867","12005561","11602640","11528488","12007841","12222804","12001469","12667093","12681397","12553123","11134200","10284504","8626681","8919086","8930437",
"Gyeongsangbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","","2.07","1.61","1.17",".18",".89","1.43","-.5","-.58",".95",".51",".81","1.41","-.88",".91","1.62",".35","-.24",".89","1.49",".58","-.9",".07","-.25","-.9","1.24",".37","-.47","-.08",".5",".2","-.2",".6",".01","-.12","-1.29","-.76","-1.92",".4",".01",
"Gyeongsangbuk-do","Manufacture of electrical, Precision Instruments","At current prices","","784856","1197529","1456430","2226298","1864087","1751669","1749036","1695315","2175659","3268949","4428630","4876805","7103525","7406757","8762447","11472228","10840430","12514941","14383994","17436608","18632444","19177671","19889315","20732066","21911434","24468152","24553681","24389024","26392135","29763868","24936213","24291944","25142407","23741344","20419781","19016115","19334391","19140549","16697576","19346716",
"Gyeongsangbuk-do","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","578714","940627","1219354","1638230","1286114","1170878","1239063","1154646","1390378","1787789","2166296","2641768","3849551","3836198","4956845","6821604","6973249","8320161","10095849","11864442","13597880","14833708","18068502","18975007","19740065","21338227","21948702","21547914","23110302","27272559","22734107","22496801","20615043","19911740","20015005","19016115","19476063","20079166","20817002","20830168",
"Gyeongsangbuk-do","Manufacture of electrical, Precision Instruments","Substantial contribution","","","6.72","4.09","4.89","-3.76","-1.25",".67","-.66","1.77","2.89","2.63","3.23","6.76","-.06","5.62","7.72",".53","4.16","4.89","4.24","3.81","2.41","5.81","1.33","1.06","2.15",".76","-.47","1.82","4.66","-4.54","-.24","-1.81","-.75",".11","-.9",".41",".5",".58",".01",
"Gyeongsangbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","88315","165375","235877","326313","323369","396347","516653","568500","714561","959783","811353","954626","1172965","857470","1023570","1401724","1362841","1547806","1654584","1845222","2033660","2259467","2584430","2700505","3006272","3677273","4271846","4651607","5386743","5748477","6247230","6431718","6417045","6761732","6954555","6795182","6462067","7258940","8148077","8617656",
"Gyeongsangbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","243853","424117","612549","787339","710973","821683","1051379","1082648","1342884","1621762","1323742","1527486","1802436","1159842","1541694","2096783","1948380","2208915","2380245","2576197","2840354","2771353","3232992","3469198","3414501","4572458","5271183","5601708","6285016","6629097","6773791","6603664","6809774","7244020","7085211","6795182","7161498","7803797","8101851","7993065",
"Gyeongsangbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","",".89",".85",".66","-.25",".38",".73",".09",".7",".69","-.67",".41",".52","-1.07",".73",".86","-.21",".36",".22",".23",".28","-.07",".52",".25","-.05","1.24",".61",".28",".58",".29",".12","-.14",".18",".36","-.13","-.25",".33",".49",".23","-.09",
"Gyeongsangbuk-do","Professional, scientific and technical activities","At current prices","","30491","33652","35563","37283","50034","74976","136170","137293","161858","240867","282941","276618","323208","367327","408901","508763","409646","369732","534962","589180","573036","580542","580023","706438","778019","832425","1116292","1436965","1606441","1731888","2055633","1854733","1870835","1970433","2261436","2538745","2795390","2871933","3588687","3743762",
"Gyeongsangbuk-do","Professional, scientific and technical activities","At chained 2020 year prices","","193883","212978","207333","213857","251313","316645","539297","449857","532887","716611","755243","707293","824372","883515","984772","1199805","922511","831034","1038694","1068463","1132446","1087459","1047107","1124438","1154475","1147246","1489804","1843433","2050515","2196473","2511210","2231960","2136099","2158341","2356263","2538745","2611005","2544044","2967172","2984911",
"Gyeongsangbuk-do","Professional, scientific and technical activities","Substantial contribution","","",".04","-.01",".01",".05",".1",".35","-.13",".13",".26",".05","-.06",".14",".06",".11",".21","-.24","-.08",".17",".03",".05","-.03","-.03",".06",".02","-.01",".27",".28",".17",".11",".23","-.21","-.07",".02",".16",".15",".06","-.06",".39",".02",
"Gyeongsangbuk-do","Business facilities management and business support services; rental and leasing activities","At current prices","","11323","12316","16107","21946","27631","42858","76868","57756","77713","115738","147283","179557","216368","244366","278429","327934","263116","241965","348504","393198","418929","462952","491679","568004","726823","943187","1175622","1350147","1401750","1461239","1552235","1555552","1711059","1981249","1868037","1743423","1703490","1851643","2259344","2218059",
"Gyeongsangbuk-do","Business facilities management and business support services; rental and leasing activities","At chained 2020 year prices","","21063","24107","28675","31958","35025","56641","106731","74000","106003","171151","191491","247419","291508","330673","421316","478421","380774","342207","489862","522982","539714","593595","641779","715809","907403","1137305","1442533","1596315","1653109","1682421","1713194","1707563","1853015","2082216","1933040","1743423","1679594","1746749","2017395","1942627",
"Gyeongsangbuk-do","Business facilities management and business support services; rental and leasing activities","Substantial contribution","","",".02",".03",".02",".02",".13",".25","-.13",".13",".22",".05",".14",".1",".07",".17",".09","-.14","-.05",".19",".04",".02",".06",".05",".08",".19",".22",".28",".13",".05",".02",".02","0",".12",".18","-.12","-.16","-.06",".06",".24","-.07",
"Gyeongsangnam-do","GRDP at market prices","At current prices","","9867985","11434811","13062934","15868209","17700080","21932855","26296229","31817571","35160032","42709316","50694150","55350738","63042078","38064522","40814784","44643250","49109251","54046335","57374459","61902374","65829944","69548589","75941321","83181424","86932330","91379500","95960383","100289460","101999535","103574876","109028154","113497638","113483841","114922033","118443865","114653976","118229847","126917220","139276635","151241350",
"Gyeongsangnam-do","GRDP at market prices","At chained 2020 year prices","","26141140","28758965","31881800","36093247","38374493","43089186","49900032","54707276","57059476","65286924","73309219","77853654","85468558","51652554","57579113","62241599","66567591","71486282","73918582","76993874","81980986","86602805","91856125","96563250","100063320","106215874","109669411","112960678","114153444","114875306","116381552","118456345","117937717","119142019","121423721","114653976","116960035","121090992","124804664","128829903",
"Gyeongsangnam-do","GRDP at market prices","Substantial contribution","","","10.01","10.86","13.21","6.32","12.29","15.81","9.63","4.3","14.42","12.29","6.2","9.78","-39.57","11.47","8.1","6.95","7.39","3.4","4.16","6.48","5.64","6.07","5.12","3.62","6.15","3.25","3","1.06",".63","1.31","1.78","-.44","1.02","1.92","-5.58","2.01","3.53","3.07","3.23",
"Gyeongsangnam-do","Mining and quarrying","At current prices","","38813","36973","37461","33853","38051","40251","56552","61568","86799","134791","153344","176831","132874","140068","103739","81724","93940","105673","136783","144938","134238","117685","117490","126866","117881","87595","81276","88038","86258","91314","107142","115955","122483","94569","79928","79406","86382","74513","89222","84591",
"Gyeongsangnam-do","Mining and quarrying","At chained 2020 year prices","","171049","140001","142648","131883","146882","112353","139166","152780","215055","288043","324976","372479","262881","260534","212604","156985","180267","194530","231438","240695","227880","224301","212806","191790","181200","125236","99389","105270","97973","105025","107686","112185","112617","88681","75305","79406","91382","71860","68289","62611",
"Gyeongsangnam-do","Mining and quarrying","Substantial contribution","","","-.07",".01","-.02",".02","-.05",".04",".02",".08",".08",".04",".04","-.09","0","-.07","-.07",".03",".02",".04",".01","-.01","0","-.01","-.02","-.01","-.04","-.02",".01","-.01",".01","0","0","0","-.02","-.01","0",".01","-.02","0","-.01",
"Gyeongsangnam-do","Manufacturing","At current prices","","3737674","4320347","5154747","6536447","7405755","8940821","10724467","13653383","15685530","19566011","23256617","24214602","27917506","14936375","15827338","18538785","19447638","21344239","21898625","25029243","26538089","28096915","31231610","35737980","37333311","39279399","41151578","42746212","41739747","40795328","41987978","43210961","41863494","42172251","43043859","40027702","39958732","44352629","51575774","58589116",
"Gyeongsangnam-do","Manufacturing","At chained 2020 year prices","","7638898","8428420","9764010","11243985","12174008","13886877","16846383","20936409","22679584","26253384","29653936","31147199","34382498","16429888","18953663","22150412","23169423","25487837","26227341","28389758","30222913","32756105","34871034","37575961","40351091","44437494","45443107","46643680","45495373","44837713","44124820","44661216","43529983","43793781","44055759","40027702","39893497","41387330","44251934","46787222",
"Gyeongsangnam-do","Manufacturing","Substantial contribution","","","3.91","5.99","5.98","3.41","5.89","8.69","9.9","3.57","7.03","5.93","2.31","4.54","-23.12","6.03","6.54","1.91","3.96","1.15","3.15","2.61","3.38","2.61","3.19","3.17","4.35",".97","1.13","-1.05","-.59","-.63",".47","-.96",".22",".22","-3.32","-.12","1.27","2.42","2.12",
"Gyeongsangnam-do","Manufacture of Food Products and Tobacco Products","At current prices","","190813","201081","237493","265808","309063","361255","417724","512384","568629","725742","774081","831273","882183","907934","985358","1027270","982074","1075447","1116685","1213328","1309301","1394713","1421523","1510249","1708506","1730586","1760633","1800976","1956949","2072894","2206972","2284674","2263121","2303993","2343456","2333995","2332183","2622364","2918900","3110610",
"Gyeongsangnam-do","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","933769","950412","1035967","1104936","1144489","1171836","1226838","1381521","1355794","1512656","1616061","1672741","1690779","1478843","1573505","1631856","1561097","1645282","1665082","1681825","1816828","2093081","2070414","2083231","2111740","2116859","2047247","2147260","2293984","2346237","2367250","2341153","2355579","2351654","2390917","2333995","2431202","2834143","2822563","2952159",
"Gyeongsangnam-do","Manufacture of Food Products and Tobacco Products","Substantial contribution","","",".03",".16",".12",".06",".04",".08",".2","-.03",".19",".12",".05",".02","-.18",".15",".09","-.1",".11",".02",".02",".16",".3","-.02",".01",".02","0","-.06",".09",".12",".04",".02","-.02",".01","0",".03","-.05",".08",".33","-.01",".1",
"Gyeongsangnam-do","Manufacture of Textiles and Leather","At current prices","","161698","177246","258328","240801","293311","238786","297975","375290","377980","443057","455467","529897","601911","537847","599879","604615","534260","522066","451674","480796","447190","507285","458925","449733","442853","511524","516667","522920","564816","588381","582382","583625","500868","485272","460697","508095","427241","464723","431704","406045",
"Gyeongsangnam-do","Manufacture of Textiles and Leather","At chained 2020 year prices","","613541","617810","820149","735051","858983","682387","703683","774272","702840","759848","730235","802872","848077","666925","794582","799169","702933","728754","619407","637266","603005","712251","751223","710298","577323","617935","579529","600247","645674","675645","648292","602675","551323","523095","468437","508095","446332","444195","363731","353859",
"Gyeongsangnam-do","Manufacture of Textiles and Leather","Substantial contribution","","",".01",".51","-.21",".26","-.34",".03",".11","-.11",".09","-.04",".09",".05","-.2",".27",".01","-.16",".04","-.14",".02","-.04",".12",".04","-.03","-.1",".04","-.03",".02",".04",".03","-.02","-.04","-.04","-.02","-.04",".03","-.05","0","-.07","-.01",
"Gyeongsangnam-do","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","89971","99758","122915","149896","177823","173643","210708","289907","344081","501225","555386","525923","502030","336842","469728","495481","506851","566132","568998","598291","600698","586316","554779","603960","708566","748121","753707","739046","839050","806509","817586","816353","775954","848930","809582","781501","881524","949879","1027063","1017620",
"Gyeongsangnam-do","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","413804","418564","493233","549709","630627","586230","631618","811827","881569","1085479","1139139","1078513","1028091","653839","830978","873245","819819","870268","897953","897789","905537","946787","911628","976056","1005229","966797","944723","879002","950420","913785","882497","861184","822262","825545","791120","781501","832525","829033","815186","839266",
"Gyeongsangnam-do","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","",".01",".16",".11",".14","-.07",".06",".23",".08",".23",".06","-.06","-.04","-.29",".24",".06","-.07",".06",".03","0",".01",".04","-.03",".05",".02","-.03","-.02","-.05",".06","-.03","-.03","-.02","-.03","0","-.03","-.01",".04","0","-.01",".02",
"Gyeongsangnam-do","Manufacture of coal, fuel, chemical products","At current prices","","778423","994395","1051874","1390275","1461594","1597677","2483814","3317908","4073636","4227056","5471191","5676484","7664165","946486","1032342","1000237","1102018","1276311","1395019","1589214","2070812","2092737","2220383","2325740","2248453","2685616","2787472","3012318","3154635","3265361","3808018","3886626","3817191","3822559","3971042","3716129","3908853","3978473","4291961","4694881",
